,ydata
8345,1.527899
8346,1.505401
8347,1.481208
8348,1.454437
8349,1.425194
8350,1.394184
8351,1.360491
8352,1.325102
8353,1.287382
8354,1.247685
8355,1.206186
8356,1.162321
8357,1.116901
8358,1.069646
8359,1.021013
8360,0.970402
8361,0.918661
8362,0.865401
8363,0.810728
8364,0.755385
8365,0.697816
8366,0.640142
8367,0.581372
8368,0.521473
8369,0.461079
8370,0.399731
8371,0.337854
8372,0.275517
8373,0.213322
8374,0.150385
8375,0.087165
8376,0.024299
8377,-0.03938
8378,-0.102211
8379,-0.164653
8380,-0.226389
8381,-0.287349
8382,-0.347637
8383,-0.406653
8384,-0.464081
8385,-0.520696
8386,-0.575933
8387,-0.629864
8388,-0.682806
8389,-0.733629
8390,-0.783851
8391,-0.832414
8392,-0.879104
8393,-0.925124
8394,-0.969378
8395,-1.012324
8396,-1.054141
8397,-1.094686
8398,-1.13389
8399,-1.171998
8400,-1.208729
8401,-1.2444
8402,-1.278765
8403,-1.311752
8404,-1.343856
8405,-1.374583
8406,-1.403862
8407,-1.431904
8408,-1.458463
8409,-1.482833
8410,-1.505225
8411,-1.525921
8412,-1.544498
8413,-1.561451
8414,-1.575578
8415,-1.58854
8416,-1.598959
8417,-1.606941
8418,-1.613086
8419,-1.616159
8420,-1.617536
8421,-1.616512
8422,-1.61291
8423,-1.606729
8424,-1.598429
8425,-1.587198
8426,-1.573989
8427,-1.558061
8428,-1.53966
8429,-1.518893
8430,-1.495689
8431,-1.470224
8432,-1.442076
8433,-1.411808
8434,-1.379457
8435,-1.345092
8436,-1.307902
8437,-1.269476
8438,-1.228295
8439,-1.185666
8440,-1.141094
8441,-1.094651
8442,-1.0463
8443,-0.996926
8444,-0.945467
8445,-0.892772
8446,-0.838135
8447,-0.783216
8448,-0.726353
8449,-0.668926
8450,-0.610227
8451,-0.550716
8452,-0.490251
8453,-0.429539
8454,-0.36745
8455,-0.30529
8456,-0.242565
8457,-0.180052
8458,-0.116832
8459,-0.053507
8460,0.009677
8461,0.072755
8462,0.135021
8463,0.197075
8464,0.258458
8465,0.31857
8466,0.377375
8467,0.435544
8468,0.491876
8469,0.547608
8470,0.602033
8471,0.655293
8472,0.706787
8473,0.756939
8474,0.806278
8475,0.854205
8476,0.900754
8477,0.946068
8478,0.990462
8479,1.033127
8480,1.074484
8481,1.114959
8482,1.154268
8483,1.1922
8484,1.228789
8485,1.26492
8486,1.299073
8487,1.332731
8488,1.364552
8489,1.395209
8490,1.423746
8491,1.450976
8492,1.476582
8493,1.499609
8494,1.521012
8495,1.54026
8496,1.558025
8497,1.573071
8498,1.586103
8499,1.596699
8500,1.605069
8501,1.611462
8502,1.615488
8503,1.617042
8504,1.615947
8505,1.613016
8506,1.606764
8507,1.598641
8508,1.588116
8509,1.574978
8510,1.559085
8511,1.541461
8512,1.520977
8513,1.497878
8514,1.472944
8515,1.445396
8516,1.415622
8517,1.383836
8518,1.34933
8519,1.3132
8520,1.27495
8521,1.234193
8522,1.191847
8523,1.147699
8524,1.101715
8525,1.054459
8526,1.004943
8527,0.953802
8528,0.901461
8529,0.847989
8530,0.792928
8531,0.736878
8532,0.679557
8533,0.621352
8534,0.562336
8535,0.502436
8536,0.441442
8537,0.380271
8538,0.318075
8539,0.255951
8540,0.193226
8541,0.12983
8542,0.066857
8543,0.003496
8544,-0.059652
8545,-0.122236
8546,-0.184255
8547,-0.246168
8548,-0.306844
8549,-0.366426
8550,-0.424913
8551,-0.482128
8552,-0.538249
8553,-0.593027
8554,-0.646075
8555,-0.698381
8556,-0.748957
8557,-0.798438
8558,-0.845976
8559,-0.892843
8560,-0.937732
8561,-0.981986
8562,-1.024156
8563,-1.06562
8564,-1.1056
8565,-1.144308
8566,-1.181852
8567,-1.218088
8568,-1.253265
8569,-1.287312
8570,-1.320087
8571,-1.351626
8572,-1.38154
8573,-1.410501
8574,-1.437979
8575,-1.463761
8576,-1.487813
8577,-1.509533
8578,-1.529735
8579,-1.548242
8580,-1.564524
8581,-1.57858
8582,-1.5902
8583,-1.600054
8584,-1.607506
8585,-1.612592
8586,-1.615559
8587,-1.616124
8588,-1.614252
8589,-1.609978
8590,-1.603127
8591,-1.594332
8592,-1.582148
8593,-1.56802
8594,-1.551456
8595,-1.532455
8596,-1.511087
8597,-1.487
8598,-1.460618
8599,-1.432257
8600,-1.401531
8601,-1.368226
8602,-1.333437
8603,-1.295541
8604,-1.256373
8605,-1.214874
8606,-1.171397
8607,-1.12619
8608,-1.079323
8609,-1.03076
8610,-0.98075
8611,-0.928903
8612,-0.875643
8613,-0.821288
8614,-0.765839
8615,-0.709012
8616,-0.650914
8617,-0.592356
8618,-0.532492
8619,-0.47231
8620,-0.41128
8621,-0.349014
8622,-0.286783
8623,-0.223811
8624,-0.160733
8625,-0.097619
8626,-0.034788
8627,0.028678
8628,0.091439
8629,0.153705
8630,0.215547
8631,0.276223
8632,0.335911
8633,0.394786
8634,0.452602
8635,0.509076
8636,0.564384
8637,0.618032
8638,0.670798
8639,0.721727
8640,0.77209
8641,0.820935
8642,0.868403
8643,0.914387
8644,0.959453
8645,1.003283
8646,1.045559
8647,1.08674
8648,1.127002
8649,1.165535
8650,1.203572
8651,1.239703
8652,1.275162
8653,1.309774
8654,1.342726
8655,1.3743
8656,1.404038
8657,1.432611
8658,1.458958
8659,1.483539
8660,1.50632
8661,1.526521
8662,1.54577
8663,1.562617
8664,1.577556
8665,1.589353
8666,1.599348
8667,1.607365
8668,1.612662
8669,1.616124
8670,1.616618
8671,1.614711
8672,1.610932
8673,1.604221
8674,1.595498
8675,1.584019
8676,1.569928
8677,1.553964
8678,1.53521
8679,1.513595
8680,1.489932
8681,1.464185
8682,1.43586
8683,1.405486
8684,1.37264
8685,1.337852
8686,1.301156
8687,1.262271
8688,1.221125
8689,1.178143
8690,1.133007
8691,1.086916
8692,1.038636
8693,0.988697
8694,0.93692
8695,0.884579
8696,0.830507
8697,0.774916
8698,0.718513
8699,0.660873
8700,0.602387
8701,0.542805
8702,0.482623
8703,0.421558
8704,0.360104
8705,0.298121
8706,0.235961
8707,0.172565
8708,0.109522
8709,0.046479
8710,-0.016494
8711,-0.079678
8712,-0.142368
8713,-0.20428
8714,-0.265628
8715,-0.325633
8716,-0.385003
8717,-0.442466
8718,-0.499399
8719,-0.554884
8720,-0.609062
8721,-0.661968
8722,-0.713533
8723,-0.763826
8724,-0.812494
8725,-0.86028
8726,-0.905734
8727,-0.951047
8728,-0.994383
8729,-1.036058
8730,-1.07678
8731,-1.116336
8732,-1.154692
8733,-1.191988
8734,-1.2272
8735,-1.261953
8736,-1.29547
8737,-1.327892
8738,-1.35869
8739,-1.388816
8740,-1.417318
8741,-1.444089
8742,-1.4692
8743,-1.492581
8744,-1.514195
8745,-1.533797
8746,-1.551068
8747,-1.566784
8748,-1.580452
8749,-1.591578
8750,-1.600796
8751,-1.607329
8752,-1.612203
8753,-1.614322
8754,-1.614216
8755,-1.611709
8756,-1.606411
8757,-1.599242
8758,-1.589423
8759,-1.577062
8760,-1.562369
8761,-1.544781
8762,-1.525462
8763,-1.503176
8764,-1.47863
8765,-1.451718
8766,-1.422298
8767,-1.391218
8768,-1.357242
8769,-1.3215
8770,-1.283391
8771,-1.243552
8772,-1.201594
8773,-1.157588
8774,-1.112134
8775,-1.064772
8776,-1.015538
8777,-0.965139
8778,-0.913045
8779,-0.859573
8780,-0.804618
8781,-0.748392
8782,-0.691636
8783,-0.633255
8784,-0.573814
8785,-0.514303
8786,-0.45345
8787,-0.392102
8788,-0.330543
8789,-0.267818
8790,-0.205128
8791,-0.141873
8792,-0.079042
8793,-0.015434
8794,0.047927
8795,0.110299
8796,0.172388
8797,0.233594
8798,0.294306
8799,0.354135
8800,0.412375
8801,0.469732
8802,0.525817
8803,0.580631
8804,0.634244
8805,0.686656
8806,0.737655
8807,0.787065
8808,0.83531
8809,0.882248
8810,0.928197
8811,0.972909
8812,1.016209
8813,1.058344
8814,1.098642
8815,1.138975
8816,1.177578
8817,1.21445
8818,1.250793
8819,1.285652
8820,1.319522
8821,1.352156
8822,1.383059
8823,1.412797
8824,1.440592
8825,1.466728
8826,1.490956
8827,1.512818
8828,1.532949
8829,1.551138
8830,1.566784
8831,1.580594
8832,1.592319
8833,1.601573
8834,1.609095
8835,1.613757
8836,1.615912
8837,1.6157
8838,1.613439
8839,1.608248
8840,1.601113
8841,1.591401
8842,1.578722
8843,1.564277
8844,1.546971
8845,1.52751
8846,1.505719
8847,1.481244
8848,1.454508
8849,1.425582
8850,1.39422
8851,1.360915
8852,1.325137
8853,1.287594
8854,1.248002
8855,1.20661
8856,1.16278
8857,1.117608
8858,1.070599
8859,1.02186
8860,0.971214
8861,0.91972
8862,0.866319
8863,0.811859
8864,0.756444
8865,0.699441
8866,0.641484
8867,0.582361
8868,0.522956
8869,0.462385
8870,0.401603
8871,0.339549
8872,0.277565
8873,0.21484
8874,0.151833
8875,0.088331
8876,0.0255
8877,-0.037579
8878,-0.100798
8879,-0.162923
8880,-0.224694
8881,-0.285583
8882,-0.34527
8883,-0.40404
8884,-0.46129
8885,-0.517623
8886,-0.572401
8887,-0.62612
8888,-0.678356
8889,-0.729532
8890,-0.779154
8891,-0.827363
8892,-0.874654
8893,-0.919756
8894,-0.963797
8895,-1.006815
8896,-1.048102
8897,-1.088258
8898,-1.127391
8899,-1.165181
8900,-1.201594
8901,-1.236948
8902,-1.271136
8903,-1.303805
8904,-1.335839
8905,-1.366318
8906,-1.395986
8907,-1.423922
8908,-1.450093
8909,-1.474533
8910,-1.497631
8911,-1.518398
8912,-1.53747
8913,-1.554564
8914,-1.569504
8915,-1.582289
8916,-1.59299
8917,-1.601749
8918,-1.607824
8919,-1.611568
8920,-1.613263
8921,-1.612592
8922,-1.60906
8923,-1.603444
8924,-1.595392
8925,-1.584726
8926,-1.571517
8927,-1.556047
8928,-1.538388
8929,-1.517727
8930,-1.494912
8931,-1.469836
8932,-1.441793
8933,-1.412303
8934,-1.379739
8935,-1.345728
8936,-1.309103
8937,-1.270394
8938,-1.230131
8939,-1.187608
8940,-1.143461
8941,-1.097229
8942,-1.049232
8943,-0.999822
8944,-0.948363
8945,-0.895951
8946,-0.842197
8947,-0.787101
8948,-0.730697
8949,-0.673023
8950,-0.614465
8951,-0.555449
8952,-0.494878
8953,-0.434237
8954,-0.372501
8955,-0.310164
8956,-0.24758
8957,-0.185279
8958,-0.122236
8959,-0.058875
8960,0.004132
8961,0.066999
8962,0.129794
8963,0.191778
8964,0.252666
8965,0.313449
8966,0.372183
8967,0.430458
8968,0.487249
8969,0.54284
8970,0.597513
8971,0.650525
8972,0.702231
8973,0.753054
8974,0.802217
8975,0.850108
8976,0.896728
8977,0.942571
8978,0.986542
8979,1.029383
8980,1.071023
8981,1.111462
8982,1.150842
8983,1.189056
8984,1.225681
8985,1.262165
8986,1.296812
8987,1.330223
8988,1.362151
8989,1.392383
8990,1.421415
8991,1.448433
8992,1.473544
8993,1.497101
8994,1.518752
8995,1.538353
8996,1.555482
8997,1.571022
8998,1.583772
8999,1.594827
9000,1.60355
9001,1.610014
9002,1.614322
9003,1.616053
9004,1.614782
9005,1.611709
9006,1.605811
9007,1.597652
9008,1.587057
9009,1.57413
9010,1.558555
9011,1.54079
9012,1.520411
9013,1.497631
9014,1.472626
9015,1.445148
9016,1.415587
9017,1.383483
9018,1.349401
9019,1.312847
9020,1.274738
9021,1.234723
9022,1.192094
9023,1.14837
9024,1.102456
9025,1.054424
9026,1.005155
9027,0.954191
9028,0.902096
9029,0.848166
9030,0.793634
9031,0.737231
9032,0.679945
9033,0.622023
9034,0.562512
9035,0.502931
9036,0.441936
9037,0.380942
9038,0.318782
9039,0.256692
9040,0.193791
9041,0.13096
9042,0.067564
9043,0.00445
9044,-0.058699
9045,-0.121106
9046,-0.18316
9047,-0.24472
9048,-0.305043
9049,-0.364236
9050,-0.422617
9051,-0.479161
9052,-0.535035
9053,-0.589672
9054,-0.642649
9055,-0.694355
9056,-0.745178
9057,-0.793811
9058,-0.841773
9059,-0.887828
9060,-0.933035
9061,-0.976724
9062,-1.018823
9063,-1.05958
9064,-1.099454
9065,-1.137845
9066,-1.175247
9067,-1.211166
9068,-1.246131
9069,-1.279365
9070,-1.31214
9071,-1.343644
9072,-1.373311
9073,-1.402661
9074,-1.429714
9075,-1.45585
9076,-1.480043
9077,-1.502152
9078,-1.522778
9079,-1.541355
9080,-1.557707
9081,-1.57187
9082,-1.584231
9083,-1.594368
9084,-1.602385
9085,-1.607859
9086,-1.610897
9087,-1.611885
9088,-1.610649
9089,-1.606517
9090,-1.60023
9091,-1.591472
9092,-1.580311
9093,-1.566184
9094,-1.550079
9095,-1.531572
9096,-1.509957
9097,-1.486471
9098,-1.460688
9099,-1.432434
9100,-1.40199
9101,-1.369179
9102,-1.334532
9103,-1.297554
9104,-1.258139
9105,-1.216887
9106,-1.173799
9107,-1.129086
9108,-1.082219
9109,-1.033868
9110,-0.983929
9111,-0.932293
9112,-0.879422
9113,-0.825244
9114,-0.769583
9115,-0.71272
9116,-0.654657
9117,-0.596347
9118,-0.536518
9119,-0.476371
9120,-0.415236
9121,-0.353605
9122,-0.290951
9123,-0.228579
9124,-0.16543
9125,-0.102211
9126,-0.039133
9127,0.023698
9128,0.086706
9129,0.149113
9130,0.210602
9131,0.271703
9132,0.331638
9133,0.390372
9134,0.448293
9135,0.505014
9136,0.560146
9137,0.614289
9138,0.666666
9139,0.717877
9140,0.768205
9141,0.817086
9142,0.864589
9143,0.910643
9144,0.955992
9145,0.999751
9146,1.042592
9147,1.083808
9148,1.123612
9149,1.162638
9150,1.200464
9151,1.23716
9152,1.272831
9153,1.306948
9154,1.340289
9155,1.371545
9156,1.401672
9157,1.430315
9158,1.456945
9159,1.481456
9160,1.504518
9161,1.525321
9162,1.544145
9163,1.560957
9164,1.575437
9165,1.587904
9166,1.598323
9167,1.606023
9168,1.611921
9169,1.614993
9170,1.61577
9171,1.614252
9172,1.61012
9173,1.60408
9174,1.59518
9175,1.583702
9176,1.56961
9177,1.553681
9178,1.534715
9179,1.51363
9180,1.490179
9181,1.464609
9182,1.436319
9183,1.405663
9184,1.372817
9185,1.337993
9186,1.301227
9187,1.261671
9188,1.221408
9189,1.178532
9190,1.133713
9191,1.086775
9192,1.039025
9193,0.989262
9194,0.938121
9195,0.885391
9196,0.830895
9197,0.775763
9198,0.71929
9199,0.661721
9200,0.603022
9201,0.543582
9202,0.483258
9203,0.42237
9204,0.360952
9205,0.298827
9206,0.236526
9207,0.173695
9208,0.110405
9209,0.047538
9210,-0.01607
9211,-0.078618
9212,-0.141414
9213,-0.203044
9214,-0.263933
9215,-0.324079
9216,-0.382955
9217,-0.440523
9218,-0.497032
9219,-0.551917
9220,-0.605777
9221,-0.658754
9222,-0.709612
9223,-0.759517
9224,-0.808044
9225,-0.855335
9226,-0.900966
9227,-0.945467
9228,-0.988308
9229,-1.029772
9230,-1.070317
9231,-1.109591
9232,-1.147734
9233,-1.184253
9234,-1.220101
9235,-1.25443
9236,-1.287841
9237,-1.319946
9238,-1.350814
9239,-1.380693
9240,-1.408983
9241,-1.435613
9242,-1.461289
9243,-1.484846
9244,-1.506496
9245,-1.526663
9246,-1.544392
9247,-1.56018
9248,-1.574342
9249,-1.585644
9250,-1.594862
9251,-1.602491
9252,-1.607435
9253,-1.609731
9254,-1.61019
9255,-1.608106
9256,-1.60348
9257,-1.596204
9258,-1.586456
9259,-1.574695
9260,-1.560109
9261,-1.543227
9262,-1.523625
9263,-1.501763
9264,-1.477853
9265,-1.4514
9266,-1.42251
9267,-1.3915
9268,-1.358054
9269,-1.322347
9270,-1.284804
9271,-1.245318
9272,-1.203466
9273,-1.159636
9274,-1.1145
9275,-1.067279
9276,-1.018399
9277,-0.968141
9278,-0.916259
9279,-0.862929
9280,-0.808468
9281,-0.752312
9282,-0.695097
9283,-0.637246
9284,-0.578194
9285,-0.518294
9286,-0.457547
9287,-0.396446
9288,-0.334781
9289,-0.272338
9290,-0.209366
9291,-0.146323
9292,-0.083598
9293,-0.020202
9294,0.042947
9295,0.105601
9296,0.167585
9297,0.22918
9298,0.289856
9299,0.349509
9300,0.407854
9301,0.465423
9302,0.521367
9303,0.57611
9304,0.629899
9305,0.682417
9306,0.733382
9307,0.783427
9308,0.831778
9309,0.879034
9310,0.9247
9311,0.969413
9312,1.01296
9313,1.055236
9314,1.096064
9315,1.135691
9316,1.174505
9317,1.211837
9318,1.248179
9319,1.283462
9320,1.317191
9321,1.349825
9322,1.380728
9323,1.410395
9324,1.43812
9325,1.46422
9326,1.488872
9327,1.511123
9328,1.531183
9329,1.54909
9330,1.565301
9331,1.579675
9332,1.590977
9333,1.600654
9334,1.607965
9335,1.61291
9336,1.615064
9337,1.615135
9338,1.613016
9339,1.608071
9340,1.600972
9341,1.591295
9342,1.578934
9343,1.564418
9344,1.547006
9345,1.527899
9346,1.505578
9347,1.481314
9348,1.455426
9349,1.426112
9350,1.394679
9351,1.361303
9352,1.325879
9353,1.288442
9354,1.249062
9355,1.207139
9356,1.163839
9357,1.118314
9358,1.0712
9359,1.023167
9360,0.972486
9361,0.920709
9362,0.867591
9363,0.812671
9364,0.757292
9365,0.700465
9366,0.642367
9367,0.583527
9368,0.523733
9369,0.463586
9370,0.402486
9371,0.340926
9372,0.278378
9373,0.215935
9374,0.152539
9375,0.089673
9376,0.026524
9377,-0.036837
9378,-0.099562
9379,-0.161828
9380,-0.223281
9381,-0.283464
9382,-0.342833
9383,-0.401462
9384,-0.458571
9385,-0.514621
9386,-0.569435
9387,-0.622518
9388,-0.674577
9389,-0.725576
9390,-0.77488
9391,-0.822207
9392,-0.86918
9393,-0.913963
9394,-0.95804
9395,-1.000634
9396,-1.04178
9397,-1.081689
9398,-1.120469
9399,-1.157659
9400,-1.193895
9401,-1.229107
9402,-1.263048
9403,-1.295611
9404,-1.327504
9405,-1.35816
9406,-1.387297
9407,-1.415269
9408,-1.441617
9409,-1.466834
9410,-1.489614
9411,-1.51077
9412,-1.529983
9413,-1.547218
9414,-1.56244
9415,-1.575543
9416,-1.586845
9417,-1.59571
9418,-1.602067
9419,-1.606623
9420,-1.608354
9421,-1.608036
9422,-1.605387
9423,-1.599807
9424,-1.592107
9425,-1.581971
9426,-1.569045
9427,-1.553858
9428,-1.536411
9429,-1.516315
9430,-1.493817
9431,-1.469165
9432,-1.441723
9433,-1.412444
9434,-1.380552
9435,-1.346646
9436,-1.310445
9437,-1.272266
9438,-1.231791
9439,-1.18948
9440,-1.14565
9441,-1.099772
9442,-1.051951
9443,-1.002612
9444,-0.951895
9445,-0.899801
9446,-0.845905
9447,-0.79088
9448,-0.73483
9449,-0.677155
9450,-0.618951
9451,-0.559828
9452,-0.499611
9453,-0.438546
9454,-0.377551
9455,-0.315603
9456,-0.252737
9457,-0.190294
9458,-0.127605
9459,-0.064102
9460,-0.000706
9461,0.062619
9462,0.124744
9463,0.18701
9464,0.248463
9465,0.308292
9466,0.367521
9467,0.425654
9468,0.482623
9469,0.538319
9470,0.593098
9471,0.646146
9472,0.698099
9473,0.748816
9474,0.798473
9475,0.846258
9476,0.89309
9477,0.938545
9478,0.982657
9479,1.026028
9480,1.067315
9481,1.108072
9482,1.147381
9483,1.185737
9484,1.223139
9485,1.259092
9486,1.293881
9487,1.327327
9488,1.359467
9489,1.389946
9490,1.418766
9491,1.446526
9492,1.472026
9493,1.495406
9494,1.517092
9495,1.536622
9496,1.554246
9497,1.569998
9498,1.582925
9499,1.594085
9500,1.603127
9501,1.609484
9502,1.613334
9503,1.615382
9504,1.614711
9505,1.611003
9506,1.605634
9507,1.597688
9508,1.587057
9509,1.574307
9510,1.558979
9511,1.541143
9512,1.520765
9513,1.49802
9514,1.473368
9515,1.446067
9516,1.41647
9517,1.384295
9518,1.350496
9519,1.314365
9520,1.276116
9521,1.235924
9522,1.193365
9523,1.1495
9524,1.103869
9525,1.05619
9526,1.006885
9527,0.956063
9528,0.903862
9529,0.850108
9530,0.795471
9531,0.739068
9532,0.682029
9533,0.624072
9534,0.564773
9535,0.504802
9536,0.444161
9537,0.382814
9538,0.32083
9539,0.258246
9540,0.195769
9541,0.132938
9542,0.069647
9543,0.006604
9544,-0.056156
9545,-0.118881
9546,-0.181112
9547,-0.242
9548,-0.302217
9549,-0.361269
9550,-0.419403
9551,-0.475948
9552,-0.531362
9553,-0.585434
9554,-0.638376
9555,-0.689799
9556,-0.739986
9557,-0.788619
9558,-0.835946
9559,-0.882142
9560,-0.926749
9561,-0.97019
9562,-1.012077
9563,-1.052764
9564,-1.092002
9565,-1.130358
9566,-1.16776
9567,-1.202972
9568,-1.237972
9569,-1.271101
9570,-1.303452
9571,-1.334885
9572,-1.365012
9573,-1.393937
9574,-1.420956
9575,-1.44755
9576,-1.471566
9577,-1.494135
9578,-1.514266
9579,-1.533197
9580,-1.550079
9581,-1.564559
9582,-1.577415
9583,-1.587869
9584,-1.595674
9585,-1.601749
9586,-1.605811
9587,-1.607012
9588,-1.605669
9589,-1.602067
9590,-1.596169
9591,-1.588046
9592,-1.577062
9593,-1.563959
9594,-1.547854
9595,-1.529594
9596,-1.508721
9597,-1.486118
9598,-1.460512
9599,-1.432646
9600,-1.402131
9601,-1.369956
9602,-1.33545
9603,-1.298755
9604,-1.260046
9605,-1.219077
9606,-1.176377
9607,-1.131912
9608,-1.085539
9609,-1.037471
9610,-0.987637
9611,-0.936461
9612,-0.88366
9613,-0.829906
9614,-0.774245
9615,-0.717559
9616,-0.660308
9617,-0.601645
9618,-0.542204
9619,-0.481775
9620,-0.42071
9621,-0.359362
9622,-0.297344
9623,-0.234477
9624,-0.171646
9625,-0.108321
9626,-0.04549
9627,0.017942
9628,0.080525
9629,0.143109
9630,0.20481
9631,0.265875
9632,0.325739
9633,0.384827
9634,0.442572
9635,0.499081
9636,0.554566
9637,0.608532
9638,0.661544
9639,0.713427
9640,0.763543
9641,0.812424
9642,0.86035
9643,0.906405
9644,0.951754
9645,0.995866
9646,1.03853
9647,1.079711
9648,1.119939
9649,1.159071
9650,1.196897
9651,1.23384
9652,1.269476
9653,1.304158
9654,1.337181
9655,1.368649
9656,1.398846
9657,1.427242
9658,1.454155
9659,1.479089
9660,1.50194
9661,1.522954
9662,1.54185
9663,1.558908
9664,1.573424
9665,1.586209
9666,1.596169
9667,1.604998
9668,1.609943
9669,1.613369
9670,1.614428
9671,1.613122
9672,1.609166
9673,1.602597
9674,1.593803
9675,1.582501
9676,1.568585
9677,1.552304
9678,1.534044
9679,1.513101
9680,1.489508
9681,1.463796
9682,1.436072
9683,1.405521
9684,1.372817
9685,1.33817
9686,1.301404
9687,1.2622
9688,1.221231
9689,1.178708
9690,1.134243
9691,1.087375
9692,1.039449
9693,0.990109
9694,0.938827
9695,0.885815
9696,0.831813
9697,0.776646
9698,0.720208
9699,0.662569
9700,0.603835
9701,0.544606
9702,0.484565
9703,0.423323
9704,0.361835
9705,0.299957
9706,0.237515
9707,0.17479
9708,0.111641
9709,0.048527
9710,-0.014798
9711,-0.077488
9712,-0.139789
9713,-0.201384
9714,-0.261919
9715,-0.321784
9716,-0.380271
9717,-0.437875
9718,-0.493748
9719,-0.548844
9720,-0.602351
9721,-0.654763
9722,-0.705798
9723,-0.755138
9724,-0.803312
9725,-0.850391
9726,-0.895845
9727,-0.93971
9728,-0.982904
9729,-1.024015
9730,-1.064313
9731,-1.103304
9732,-1.141024
9733,-1.177684
9734,-1.212614
9735,-1.246978
9736,-1.279577
9737,-1.311787
9738,-1.342655
9739,-1.372428
9740,-1.400789
9741,-1.427737
9742,-1.453201
9743,-1.476829
9744,-1.498938
9745,-1.518752
9746,-1.537117
9747,-1.553434
9748,-1.567031
9749,-1.579181
9750,-1.588893
9751,-1.596628
9752,-1.60189
9753,-1.604539
9754,-1.605352
9755,-1.60355
9756,-1.599312
9757,-1.592319
9758,-1.583454
9759,-1.571623
9760,-1.557849
9761,-1.540825
9762,-1.522071
9763,-1.500492
9764,-1.476652
9765,-1.45087
9766,-1.422262
9767,-1.391747
9768,-1.358407
9769,-1.323371
9770,-1.285828
9771,-1.246166
9772,-1.204808
9773,-1.16172
9774,-1.116584
9775,-1.06961
9776,-1.021119
9777,-0.970649
9778,-0.91912
9779,-0.866213
9780,-0.811753
9781,-0.756056
9782,-0.699335
9783,-0.641201
9784,-0.58282
9785,-0.522462
9786,-0.46235
9787,-0.401285
9788,-0.339372
9789,-0.277424
9790,-0.214699
9791,-0.151797
9792,-0.088613
9793,-0.025252
9794,0.03779
9795,0.10041
9796,0.162746
9797,0.22427
9798,0.284735
9799,0.344599
9800,0.403157
9801,0.460337
9802,0.51674
9803,0.571695
9804,0.625591
9805,0.677932
9806,0.729426
9807,0.779154
9808,0.827752
9809,0.875007
9810,0.920992
9811,0.965351
9812,1.009146
9813,1.051457
9814,1.092249
9815,1.1323
9816,1.170762
9817,1.208305
9818,1.245248
9819,1.280425
9820,1.314259
9821,1.347247
9822,1.378256
9823,1.407817
9824,1.435789
9825,1.46196
9826,1.486153
9827,1.508403
9828,1.528888
9829,1.547359
9830,1.563323
9831,1.577486
9832,1.589317
9833,1.5991
9834,1.606199
9835,1.611285
9836,1.613899
9837,1.613934
9838,1.611674
9839,1.607118
9840,1.600089
9841,1.589988
9842,1.578227
9843,1.563323
9844,1.546794
9845,1.527298
9846,1.505013
9847,1.481138
9848,1.454508
9849,1.425759
9850,1.394679
9851,1.361656
9852,1.326126
9853,1.288159
9854,1.248815
9855,1.207387
9856,1.163839
9857,1.118561
9858,1.071482
9859,1.023238
9860,0.972768
9861,0.920956
9862,0.868191
9863,0.813236
9864,0.757716
9865,0.700818
9866,0.643073
9867,0.584198
9868,0.524545
9869,0.463869
9870,0.402839
9871,0.341244
9872,0.279049
9873,0.21643
9874,0.153669
9875,0.090344
9876,0.027018
9877,-0.035883
9878,-0.098432
9879,-0.160521
9880,-0.221869
9881,-0.28198
9882,-0.341244
9883,-0.39966
9884,-0.456169
9885,-0.512078
9886,-0.566503
9887,-0.619622
9888,-0.671363
9889,-0.721585
9890,-0.770854
9891,-0.818216
9892,-0.864695
9893,-0.909301
9894,-0.952813
9895,-0.994877
9896,-1.036164
9897,-1.075721
9898,-1.114288
9899,-1.151337
9900,-1.187785
9901,-1.222044
9902,-1.25609
9903,-1.288442
9904,-1.319663
9905,-1.350107
9906,-1.379669
9907,-1.407641
9908,-1.434059
9909,-1.458711
9910,-1.482409
9911,-1.503565
9912,-1.523202
9913,-1.540402
9914,-1.556083
9915,-1.569468
9916,-1.580947
9917,-1.590059
9918,-1.596875
9919,-1.601784
9920,-1.604327
9921,-1.603868
9922,-1.601467
9923,-1.596628
9924,-1.589317
9925,-1.579357
9926,-1.566925
9927,-1.552304
9928,-1.535174
9929,-1.515255
9930,-1.493146
9931,-1.468812
9932,-1.441687
9933,-1.412903
9934,-1.381011
9935,-1.347458
9936,-1.311893
9937,-1.273714
9938,-1.233734
9939,-1.191776
9940,-1.147876
9941,-1.101927
9942,-1.0546
9943,-1.005649
9944,-0.954756
9945,-0.902909
9946,-0.849225
9947,-0.794447
9948,-0.738185
9949,-0.681217
9950,-0.622906
9951,-0.563572
9952,-0.503849
9953,-0.442854
9954,-0.381542
9955,-0.319665
9956,-0.257399
9957,-0.194532
9958,-0.131772
9959,-0.068376
9960,-0.005192
9961,0.057816
9962,0.120506
9963,0.182418
9964,0.244048
9965,0.304372
9966,0.363459
9967,0.42184
9968,0.478808
9969,0.534717
9970,0.589389
9971,0.642685
9972,0.695026
9973,0.74539
9974,0.794835
9975,0.842833
9976,0.889876
9977,0.935578
9978,0.979973
9979,1.023026
9980,1.064948
9981,1.105812
9982,1.145368
9983,1.183547
9984,1.220596
9985,1.256549
9986,1.291726
9987,1.324961
9988,1.357065
9989,1.387862
