,ydata
3407,-1.415834
3408,-1.442182
3409,-1.466869
3410,-1.489932
3411,-1.51084
3412,-1.530301
3413,-1.5475
3414,-1.562581
3415,-1.575614
3416,-1.586668
3417,-1.595109
3418,-1.601573
3419,-1.605952
3420,-1.607965
3421,-1.607259
3422,-1.604469
3423,-1.598747
3424,-1.590871
3425,-1.580523
3426,-1.567738
3427,-1.55241
3428,-1.534927
3429,-1.514937
3430,-1.492404
3431,-1.467646
3432,-1.440133
3433,-1.410819
3434,-1.37875
3435,-1.344668
3436,-1.308608
3437,-1.269829
3438,-1.22946
3439,-1.187538
3440,-1.143214
3441,-1.097229
3442,-1.049514
3443,-0.999892
3444,-0.949211
3445,-0.896516
3446,-0.842656
3447,-0.787913
3448,-0.731545
3449,-0.67433
3450,-0.615313
3451,-0.556579
3452,-0.496114
3453,-0.435438
3454,-0.373984
3455,-0.312107
3456,-0.249417
3457,-0.186692
3458,-0.123578
3459,-0.060182
3460,0.002825
3461,0.065727
3462,0.128205
3463,0.190224
3464,0.251359
3465,0.311647
3466,0.371229
3467,0.429045
3468,0.485872
3469,0.541781
3470,0.596347
3471,0.649042
3472,0.701065
3473,0.751359
3474,0.801157
3475,0.848801
3476,0.89588
3477,0.941017
3478,0.985483
3479,1.028359
3480,1.069752
3481,1.110368
3482,1.149677
3483,1.187644
3484,1.224587
3485,1.260434
3486,1.295294
3487,1.328846
3488,1.360703
3489,1.391535
3490,1.42039
3491,1.447479
3492,1.472697
3493,1.496077
3494,1.517692
3495,1.537046
3496,1.55407
3497,1.569468
3498,1.583066
3499,1.593909
3500,1.602526
3501,1.608883
3502,1.61298
3503,1.614005
3504,1.613475
3505,1.61012
3506,1.604469
3507,1.59631
3508,1.585821
3509,1.572682
3510,1.556789
3511,1.538706
3512,1.518822
3513,1.495724
3514,1.470895
3515,1.44363
3516,1.413468
3517,1.381611
3518,1.347635
3519,1.311293
3520,1.273008
3521,1.232851
3522,1.190081
3523,1.14618
3524,1.099984
3525,1.052375
3526,1.003318
3527,0.952213
3528,0.900013
3529,0.846152
3530,0.791056
3531,0.735077
3532,0.677402
3533,0.619445
3534,0.560075
3535,0.500176
3536,0.439393
3537,0.377869
3538,0.316239
3539,0.253796
3540,0.190965
3541,0.127816
3542,0.064456
3543,0.001377
3544,-0.061454
3545,-0.124214
3546,-0.186233
3547,-0.247262
3548,-0.307974
3549,-0.367097
3550,-0.425266
3551,-0.482058
3552,-0.537931
3553,-0.592038
3554,-0.645227
3555,-0.697286
3556,-0.747438
3557,-0.796424
3558,-0.844069
3559,-0.889806
3560,-0.935225
3561,-0.978631
3562,-1.021295
3563,-1.061946
3564,-1.101573
3565,-1.139964
3566,-1.177084
3567,-1.213179
3568,-1.247755
3569,-1.28159
3570,-1.31433
3571,-1.345622
3572,-1.375713
3573,-1.404427
3574,-1.431904
3575,-1.457722
3576,-1.481491
3577,-1.503671
3578,-1.523908
3579,-1.541956
3580,-1.558449
3581,-1.572753
3582,-1.584726
3583,-1.594827
3584,-1.60242
3585,-1.608106
3586,-1.611144
3587,-1.611815
3588,-1.610084
3589,-1.606235
3590,-1.59963
3591,-1.590624
3592,-1.579146
3593,-1.565266
3594,-1.548843
3595,-1.529947
3596,-1.509074
3597,-1.485058
3598,-1.459417
3599,-1.430951
3600,-1.400259
3601,-1.36759
3602,-1.332342
3603,-1.295258
3604,-1.255772
3605,-1.21438
3606,-1.171256
3607,-1.12619
3608,-1.079464
3609,-1.030902
3610,-0.98075
3611,-0.929291
3612,-0.876173
3613,-0.821854
3614,-0.765733
3615,-0.70933
3616,-0.651373
3617,-0.592603
3618,-0.532916
3619,-0.472416
3620,-0.411209
3621,-0.349403
3622,-0.287207
3623,-0.224341
3624,-0.161722
3625,-0.098432
3626,-0.035177
3627,0.027901
3628,0.090909
3629,0.153069
3630,0.21477
3631,0.275623
3632,0.335452
3633,0.394151
3634,0.452143
3635,0.508299
3636,0.563289
3637,0.617467
3638,0.669915
3639,0.721585
3640,0.771666
3641,0.820229
3642,0.867803
3643,0.913469
3644,0.958747
3645,1.002612
3646,1.045064
3647,1.086069
3648,1.126367
3649,1.165323
3650,1.203219
3651,1.239738
3652,1.274738
3653,1.308785
3654,1.341702
3655,1.373382
3656,1.403296
3657,1.431657
3658,1.458216
3659,1.482974
3660,1.505295
3661,1.526239
3662,1.54524
3663,1.561628
3664,1.576179
3665,1.588328
3666,1.598111
3667,1.605881
3668,1.611462
3669,1.614534
3670,1.615594
3671,1.613828
3672,1.609449
3673,1.602738
3674,1.593697
3675,1.582289
3676,1.568374
3677,1.552057
3678,1.533126
3679,1.512076
3680,1.488237
3681,1.462384
3682,1.434129
3683,1.403473
3684,1.370839
3685,1.33598
3686,1.298613
3687,1.259834
3688,1.218477
3689,1.175494
3690,1.130676
3691,1.083985
3692,1.036164
3693,0.986012
3694,0.93466
3695,0.88193
3696,0.827681
3697,0.771949
3698,0.715405
3699,0.658048
3700,0.59949
3701,0.539767
3702,0.479585
3703,0.418238
3704,0.357102
3705,0.295083
3706,0.232393
3707,0.169668
3708,0.106343
3709,0.043159
3710,-0.019708
3711,-0.08275
3712,-0.14537
3713,-0.2076
3714,-0.269089
3715,-0.328989
3716,-0.388394
3717,-0.446139
3718,-0.502471
3719,-0.558451
3720,-0.612523
3721,-0.665571
3722,-0.716782
3723,-0.767004
3724,-0.815991
3725,-0.863105
3726,-0.909513
3727,-0.953979
3728,-0.99742
3729,-1.039484
3730,-1.079994
3731,-1.119586
3732,-1.157411
3733,-1.194495
3734,-1.230308
3735,-1.26492
3736,-1.298472
3737,-1.330506
3738,-1.361762
3739,-1.391465
3740,-1.420532
3741,-1.446773
3742,-1.472026
3743,-1.495194
3744,-1.516421
3745,-1.53581
3746,-1.553187
3747,-1.568762
3748,-1.582077
3749,-1.592849
3750,-1.602279
3751,-1.609025
3752,-1.613228
3753,-1.615488
3754,-1.614993
3755,-1.612097
3756,-1.606941
3757,-1.599524
3758,-1.589317
3759,-1.576779
3760,-1.561769
3761,-1.544322
3762,-1.524579
3763,-1.502117
3764,-1.4775
3765,-1.450481
3766,-1.420956
3767,-1.389275
3768,-1.355758
3769,-1.319698
3770,-1.281449
3771,-1.241151
3772,-1.199157
3773,-1.155151
3774,-1.109308
3775,-1.061629
3776,-1.012854
3777,-0.961925
3778,-0.909584
3779,-0.856112
3780,-0.800804
3781,-0.744931
3782,-0.68768
3783,-0.629652
3784,-0.570388
3785,-0.510171
3786,-0.449424
3787,-0.387864
3788,-0.32581
3789,-0.263438
3790,-0.200748
3791,-0.137317
3792,-0.074239
3793,-0.01109
3794,0.05213
3795,0.115031
3796,0.176767
3797,0.238362
3798,0.298933
3799,0.358303
3800,0.416648
3801,0.473758
3802,0.529843
3803,0.584339
3804,0.637952
3805,0.689587
3806,0.74101
3807,0.790279
3808,0.838594
3809,0.885568
3810,0.931305
3811,0.975841
3812,1.019035
3813,1.060816
3814,1.101573
3815,1.141236
3816,1.179415
3817,1.217205
3818,1.253336
3819,1.288018
3820,1.321959
3821,1.354134
3822,1.384896
3823,1.414245
3824,1.442217
3825,1.467646
3826,1.491698
3827,1.513666
3828,1.533479
3829,1.551209
3830,1.567491
3831,1.581088
3832,1.592213
3833,1.601608
3834,1.60853
3835,1.613545
3836,1.615841
3837,1.615347
3838,1.613228
3839,1.608071
3840,1.600902
3841,1.59073
3842,1.578227
3843,1.563641
3844,1.5463
3845,1.526451
3846,1.504589
3847,1.480007
3848,1.453342
3849,1.424311
3850,1.393089
3851,1.35929
3852,1.323795
3853,1.286005
3854,1.246201
3855,1.204314
3856,1.16112
3857,1.115771
3858,1.068127
3859,1.019671
3860,0.968989
3861,0.917319
3862,0.864059
3863,0.809174
3864,0.753548
3865,0.696615
3866,0.638729
3867,0.579959
3868,0.520166
3869,0.459277
3870,0.398283
3871,0.336441
3872,0.274387
3873,0.211273
3874,0.148725
3875,0.085293
3876,0.022356
3877,-0.041181
3878,-0.103765
3879,-0.166596
3880,-0.228367
3881,-0.28922
3882,-0.349367
3883,-0.408525
3884,-0.466341
3885,-0.522815
3886,-0.57784
3887,-0.632018
3888,-0.68436
3889,-0.735713
3890,-0.785794
3891,-0.834038
3892,-0.881223
3893,-0.927102
3894,-0.97185
3895,-1.014585
3896,-1.05626
3897,-1.097123
3898,-1.136291
3899,-1.174399
3900,-1.210954
3901,-1.246625
3902,-1.28106
3903,-1.314012
3904,-1.345869
3905,-1.376808
3906,-1.406122
3907,-1.433953
3908,-1.460159
3909,-1.484705
3910,-1.507344
3911,-1.527758
3912,-1.546335
3913,-1.563076
3914,-1.577556
3915,-1.590024
3916,-1.599983
3917,-1.60846
3918,-1.613969
3919,-1.616971
3920,-1.618737
3921,-1.617219
3922,-1.613334
3923,-1.607082
3924,-1.598359
3925,-1.587198
3926,-1.573601
3927,-1.557531
3928,-1.538883
3929,-1.518222
3930,-1.495018
3931,-1.469306
3932,-1.441475
3933,-1.411137
3934,-1.378397
3935,-1.343432
3936,-1.306666
3937,-1.267816
3938,-1.226918
3939,-1.183971
3940,-1.139329
3941,-1.092567
3942,-1.044393
3943,-0.994701
3944,-0.942818
3945,-0.89023
3946,-0.836087
3947,-0.780496
3948,-0.723775
3949,-0.666418
3950,-0.607684
3951,-0.548208
3952,-0.487638
3953,-0.426643
3954,-0.364801
3955,-0.302818
3956,-0.240587
3957,-0.177262
3958,-0.113901
3959,-0.050858
3960,0.012609
3961,0.075369
3962,0.137847
3963,0.199936
3964,0.260789
3965,0.32083
3966,0.379811
3967,0.437698
3968,0.494384
3969,0.550151
3970,0.604082
3971,0.657165
3972,0.708871
3973,0.759376
3974,0.808645
3975,0.856042
3976,0.902803
3977,0.947904
3978,0.991981
3979,1.034645
3980,1.076321
3981,1.116372
3982,1.155328
3983,1.193365
3984,1.230131
3985,1.266121
3986,1.300768
3987,1.33379
3988,1.365895
3989,1.39595
3990,1.424593
3991,1.451647
3992,1.477182
3993,1.499998
3994,1.521506
3995,1.540684
3996,1.558025
3997,1.573212
3998,1.586174
3999,1.596451
4000,1.604822
4001,1.611356
4002,1.614993
4003,1.616018
4004,1.615029
4005,1.611638
4006,1.605987
4007,1.597546
4008,1.586774
4009,1.573883
4010,1.557813
4011,1.539801
4012,1.519352
4013,1.49643
4014,1.471213
4015,1.443206
4016,1.413786
4017,1.381717
4018,1.347529
4019,1.310975
4020,1.272266
4021,1.232003
4022,1.189657
4023,1.145439
4024,1.099207
4025,1.051775
4026,1.001941
4027,0.951365
4028,0.89913
4029,0.844987
4030,0.789961
4031,0.734123
4032,0.676555
4033,0.618174
4034,0.55891
4035,0.498622
4036,0.438404
4037,0.376562
4038,0.314367
4039,0.252136
4040,0.189553
4041,0.126439
4042,0.062972
4043,-0.000247
4044,-0.063325
4045,-0.126051
4046,-0.187999
4047,-0.250017
4048,-0.310411
4049,-0.370276
4050,-0.429363
4051,-0.486366
4052,-0.542593
4053,-0.597513
4054,-0.651337
4055,-0.703573
4056,-0.754572
4057,-0.803877
4058,-0.852015
4059,-0.899236
4060,-0.944408
4061,-0.988449
4062,-1.030937
4063,-1.072577
4064,-1.112487
4065,-1.151725
4066,-1.189162
4067,-1.225046
4068,-1.260929
4069,-1.295082
4070,-1.327786
4071,-1.359537
4072,-1.389558
4073,-1.418448
4074,-1.445925
4075,-1.47146
4076,-1.494912
4077,-1.516738
4078,-1.536764
4079,-1.554564
4080,-1.570245
4081,-1.584267
4082,-1.595639
4083,-1.604963
4084,-1.612133
4085,-1.617077
4086,-1.619444
4087,-1.619302
4088,-1.617254
4089,-1.612733
4090,-1.605528
4091,-1.595816
4092,-1.583984
4093,-1.569292
4094,-1.55188
4095,-1.532949
4096,-1.51077
4097,-1.486365
4098,-1.45977
4099,-1.430986
4100,-1.399623
4101,-1.366318
4102,-1.330435
4103,-1.293033
4104,-1.253088
4105,-1.211554
4106,-1.168007
4107,-1.122376
4108,-1.075367
4109,-1.026452
4110,-0.976159
4111,-0.923923
4112,-0.870663
4113,-0.816167
4114,-0.75987
4115,-0.703114
4116,-0.644839
4117,-0.585716
4118,-0.525887
4119,-0.465317
4120,-0.404287
4121,-0.342445
4122,-0.279826
4123,-0.217136
4124,-0.154234
4125,-0.090662
4126,-0.027583
4127,0.035707
4128,0.09875
4129,0.16091
4130,0.222504
4131,0.283216
4132,0.342798
4133,0.401567
4134,0.458924
4135,0.515115
4136,0.570388
4137,0.624107
4138,0.676449
4139,0.727907
4140,0.777671
4141,0.826056
4142,0.873171
4143,0.919791
4144,0.964186
4145,1.007345
4146,1.050044
4147,1.09119
4148,1.131417
4149,1.169667
4150,1.207669
4151,1.243588
4152,1.278906
4153,1.313023
4154,1.345763
4155,1.37709
4156,1.406828
4157,1.435118
4158,1.461289
4159,1.485694
4160,1.508368
4161,1.5291
4162,1.547395
4163,1.563959
4164,1.578369
4165,1.590659
4166,1.60076
4167,1.608212
4168,1.613369
4169,1.616547
4170,1.617042
4171,1.615029
4172,1.61072
4173,1.603833
4174,1.595109
4175,1.583137
4176,1.569186
4177,1.552728
4178,1.533726
4179,1.512218
4180,1.488554
4181,1.462702
4182,1.434129
4183,1.403402
4184,1.370592
4185,1.335592
4186,1.298225
4187,1.259304
4188,1.218088
4189,1.174894
4190,1.130252
4191,1.083632
4192,1.034857
4193,0.9852
4194,0.933565
4195,0.8808
4196,0.826551
4197,0.771278
4198,0.71438
4199,0.656671
4200,0.597866
4201,0.53892
4202,0.47849
4203,0.41739
4204,0.355619
4205,0.293706
4206,0.231228
4207,0.168291
4208,0.104824
4209,0.041958
4210,-0.021721
4211,-0.084304
4212,-0.147241
4213,-0.209048
4214,-0.270572
4215,-0.331214
4216,-0.390513
4217,-0.448788
4218,-0.505615
4219,-0.561382
4220,-0.615843
4221,-0.668997
4222,-0.721056
4223,-0.771702
4224,-0.820723
4225,-0.86865
4226,-0.91467
4227,-0.959842
4228,-1.003636
4229,-1.046018
4230,-1.087022
4231,-1.126649
4232,-1.165393
4233,-1.202548
4234,-1.238749
4235,-1.273997
4236,-1.307337
4237,-1.339653
4238,-1.370839
4239,-1.400754
4240,-1.429149
4241,-1.455426
4242,-1.480784
4243,-1.503706
4244,-1.524862
4245,-1.543898
4246,-1.561169
4247,-1.576214
4248,-1.588858
4249,-1.600019
4250,-1.608495
4251,-1.614993
4252,-1.61902
4253,-1.620468
4254,-1.619867
4255,-1.616618
4256,-1.611003
4257,-1.602773
4258,-1.592708
4259,-1.579428
4260,-1.563923
4261,-1.546123
4262,-1.526204
4263,-1.503388
4264,-1.478065
4265,-1.450376
4266,-1.420567
4267,-1.388957
4268,-1.354628
4269,-1.318533
4270,-1.279895
4271,-1.239455
4272,-1.197144
4273,-1.152785
4274,-1.106765
4275,-1.058697
4276,-1.009358
4277,-0.958394
4278,-0.905981
4279,-0.852298
4280,-0.796919
4281,-0.740551
4282,-0.683159
4283,-0.624672
4284,-0.565479
4285,-0.505262
4286,-0.444373
4287,-0.382778
4288,-0.320654
4289,-0.258352
4290,-0.195345
4291,-0.132019
4292,-0.069118
4293,-0.005474
4294,0.057286
4295,0.120011
4296,0.181959
4297,0.243342
4298,0.304195
4299,0.363141
4300,0.421452
4301,0.478349
4302,0.534187
4303,0.58886
4304,0.642473
4305,0.694426
4306,0.745072
4307,0.794411
4308,0.842868
4309,0.889382
4310,0.93519
4311,0.979655
4312,1.022496
4313,1.064419
4314,1.104999
4315,1.144626
4316,1.182629
4317,1.220101
4318,1.256055
4319,1.291055
4320,1.324714
4321,1.356782
4322,1.387686
4323,1.416753
4324,1.444195
4325,1.470189
4326,1.493852
4327,1.515785
4328,1.536022
4329,1.553752
4330,1.569256
4331,1.582713
4332,1.594262
4333,1.603127
4334,1.610261
4335,1.614746
4336,1.616689
4337,1.616689
4338,1.614005
4339,1.609095
4340,1.601325
4341,1.591401
4342,1.57851
4343,1.564135
4344,1.546512
4345,1.527051
4346,1.504942
4347,1.480537
4348,1.453589
4349,1.424381
4350,1.392948
4351,1.35929
4352,1.323583
4353,1.285758
4354,1.245883
4355,1.203749
4356,1.160413
4357,1.114994
4358,1.067809
4359,1.018929
4360,0.968389
4361,0.916436
4362,0.863282
4363,0.808609
4364,0.752913
4365,0.69605
4366,0.638023
4367,0.578865
4368,0.518788
4369,0.458324
4370,0.3974
4371,0.335381
4372,0.27308
4373,0.210249
4374,0.147559
4375,0.08434
4376,0.021226
4377,-0.042029
4378,-0.104966
4379,-0.167655
4380,-0.229603
4381,-0.290598
4382,-0.350639
4383,-0.409973
4384,-0.467295
4385,-0.524369
4386,-0.579677
4387,-0.633714
4388,-0.686232
4389,-0.737761
4390,-0.78763
4391,-0.836511
4392,-0.883554
4393,-0.929256
4394,-0.974428
4395,-1.017163
4396,-1.05905
4397,-1.100019
4398,-1.139364
4399,-1.177366
4400,-1.214097
4401,-1.250122
4402,-1.284204
4403,-1.317297
4404,-1.34933
4405,-1.380446
4406,-1.409406
4407,-1.437414
4408,-1.463796
4409,-1.488025
4410,-1.510699
4411,-1.530689
4412,-1.54962
4413,-1.566043
4414,-1.580417
4415,-1.592743
4416,-1.602809
4417,-1.610755
4418,-1.616159
4419,-1.61955
4420,-1.620609
4421,-1.61902
4422,-1.614958
4423,-1.608212
4424,-1.599665
4425,-1.58847
4426,-1.574201
4427,-1.558131
4428,-1.539554
4429,-1.518752
4430,-1.495336
4431,-1.469059
4432,-1.440875
4433,-1.410678
4434,-1.377867
4435,-1.343044
4436,-1.30596
4437,-1.266898
4438,-1.225823
4439,-1.182629
4440,-1.137775
4441,-1.091472
4442,-1.042945
4443,-0.99297
4444,-0.941582
4445,-0.888746
4446,-0.834568
4447,-0.778942
4448,-0.722186
4449,-0.664511
4450,-0.605565
4451,-0.546478
4452,-0.485766
4453,-0.424666
4454,-0.363035
4455,-0.300522
4456,-0.237938
4457,-0.174825
4458,-0.111994
4459,-0.048845
4460,0.014834
4461,0.0777
4462,0.139648
4463,0.201985
4464,0.263014
4465,0.322808
4466,0.381683
4467,0.440064
4468,0.496432
4469,0.551528
4470,0.605848
4471,0.659178
4472,0.710884
4473,0.760894
4474,0.810269
4475,0.857913
4476,0.904357
4477,0.949211
4478,0.993359
4479,1.036058
4480,1.077522
4481,1.117855
4482,1.156811
4483,1.194707
4484,1.231615
4485,1.267533
4486,1.301721
4487,1.33485
4488,1.366777
4489,1.39701
4490,1.425335
4491,1.452742
4492,1.477782
4493,1.500881
4494,1.522248
4495,1.541179
4496,1.558414
4497,1.573777
4498,1.58628
4499,1.597017
4500,1.605634
4501,1.611885
4502,1.615347
4503,1.616795
4504,1.616088
4505,1.612415
4506,1.606658
4507,1.598182
4508,1.587516
4509,1.573883
4510,1.558343
4511,1.540331
4512,1.51974
4513,1.496642
4514,1.47146
4515,1.444195
4516,1.414104
4517,1.382176
4518,1.347741
4519,1.311399
4520,1.272761
4521,1.232533
4522,1.189622
4523,1.145615
4524,1.099772
4525,1.05181
4526,1.002471
4527,0.951436
4528,0.898953
4529,0.845199
4530,0.790597
4531,0.733911
4532,0.676484
4533,0.61828
4534,0.559228
4535,0.499399
4536,0.438652
4537,0.376951
4538,0.315038
4539,0.252807
4540,0.189764
4541,0.126616
4542,0.063467
4543,0.000177
4544,-0.062619
4545,-0.125309
4546,-0.188069
4547,-0.249629
4548,-0.310482
4549,-0.370276
4550,-0.428692
4551,-0.486013
4552,-0.542134
4553,-0.596842
4554,-0.650278
4555,-0.702549
4556,-0.753548
4557,-0.802958
4558,-0.851238
4559,-0.898211
4560,-0.943277
4561,-0.987284
4562,-1.030372
4563,-1.071624
4564,-1.111674
4565,-1.15056
4566,-1.188209
4567,-1.224693
4568,-1.259693
4569,-1.294022
4570,-1.326762
4571,-1.358125
4572,-1.388639
4573,-1.417494
4574,-1.444725
4575,-1.470366
4576,-1.494205
4577,-1.51582
4578,-1.535457
4579,-1.553328
4580,-1.569362
4581,-1.582854
4582,-1.595003
4583,-1.604292
4584,-1.61132
4585,-1.616265
4586,-1.618878
4587,-1.618984
4588,-1.617219
4589,-1.612203
4590,-1.605034
4591,-1.595215
4592,-1.583348
4593,-1.568903
4594,-1.552127
4595,-1.532314
4596,-1.510734
4597,-1.486718
4598,-1.460123
4599,-1.431374
4600,-1.399871
4601,-1.36653
4602,-1.331141
4603,-1.293316
4604,-1.253936
4605,-1.212155
4606,-1.168325
4607,-1.12287
4608,-1.075685
4609,-1.02684
4610,-0.975982
4611,-0.9247
4612,-0.871052
4613,-0.816732
4614,-0.760824
4615,-0.70375
4616,-0.645793
4617,-0.586952
4618,-0.527018
4619,-0.466482
4620,-0.40517
4621,-0.343151
4622,-0.281027
4623,-0.218054
4624,-0.154799
4625,-0.091686
4626,-0.028219
4627,0.034788
4628,0.097831
4629,0.159885
4630,0.221445
4631,0.28251
4632,0.342021
4633,0.400508
4634,0.458324
4635,0.514374
4636,0.569788
4637,0.623577
4638,0.675707
4639,0.726812
4640,0.777176
4641,0.825597
4642,0.872676
4643,0.918908
4644,0.963479
4645,1.007027
4646,1.049267
4647,1.090625
4648,1.130676
4649,1.169278
4650,1.20661
4651,1.24327
4652,1.278694
4653,1.312105
4654,1.345163
4655,1.376419
4656,1.40644
4657,1.434165
4658,1.460724
4659,1.485446
4660,1.507838
4661,1.52857
4662,1.547041
4663,1.563606
4664,1.577945
4665,1.5902
4666,1.600266
4667,1.608106
4668,1.613581
4669,1.616194
4670,1.616865
4671,1.614923
4672,1.61072
4673,1.603692
4674,1.594897
4675,1.583525
4676,1.569256
4677,1.552834
4678,1.534115
4679,1.512712
4680,1.489084
4681,1.462949
4682,1.434341
4683,1.403897
4684,1.370874
4685,1.336157
4686,1.299108
4687,1.260046
4688,1.218618
4689,1.175812
4690,1.130993
4691,1.084338
4692,1.035811
4693,0.98626
4694,0.934554
4695,0.881612
4696,0.827469
4697,0.771808
4698,0.71544
4699,0.65773
4700,0.599067
4701,0.539556
4702,0.479409
4703,0.418485
4704,0.356855
4705,0.294765
4706,0.232005
4707,0.169457
4708,0.10606
4709,0.043053
4710,-0.020308
4711,-0.083386
4712,-0.146252
4713,-0.208236
4714,-0.269301
4715,-0.329695
4716,-0.388924
4717,-0.447481
4718,-0.504167
4719,-0.559687
4720,-0.614289
4721,-0.667266
4722,-0.718442
4723,-0.769018
4724,-0.818428
4725,-0.866001
4726,-0.911774
4727,-0.956804
4728,-1.000705
4729,-1.042592
4730,-1.083738
4731,-1.122906
4732,-1.16165
4733,-1.198416
4734,-1.234688
4735,-1.269193
4736,-1.302746
4737,-1.33485
4738,-1.366354
4739,-1.396339
4740,-1.424664
4741,-1.451153
4742,-1.476052
4743,-1.49968
4744,-1.520977
4745,-1.539801
4746,-1.557531
4747,-1.572965
4748,-1.58575
4749,-1.597122
4750,-1.605917
4751,-1.612133
4752,-1.61623
4753,-1.618172
4754,-1.61743
4755,-1.614358
4756,-1.609484
4757,-1.601396
4758,-1.591295
4759,-1.578898
4760,-1.563535
4761,-1.545664
4762,-1.525603
4763,-1.503141
4764,-1.478418
4765,-1.451294
4766,-1.42145
4767,-1.389805
4768,-1.355476
4769,-1.319486
4770,-1.281484
4771,-1.240939
4772,-1.19884
4773,-1.154339
4774,-1.108778
4775,-1.060922
4776,-1.011547
4777,-0.960936
4778,-0.908454
4779,-0.854876
4780,-0.799744
4781,-0.743624
4782,-0.686338
4783,-0.627886
4784,-0.568622
4785,-0.508299
4786,-0.447905
4787,-0.386204
4788,-0.324079
4789,-0.261955
4790,-0.199124
4791,-0.135975
4792,-0.072508
4793,-0.009359
4794,0.05326
4795,0.116267
4796,0.178675
4797,0.240022
4798,0.300275
4799,0.359786
4800,0.418202
4801,0.475135
4802,0.531291
4803,0.585787
4804,0.639117
4805,0.691388
4806,0.742176
4807,0.791515
4808,0.839936
4809,0.886768
4810,0.932399
4811,0.977042
4812,1.019847
4813,1.062088
4814,1.102562
4815,1.141871
4816,1.180439
4817,1.218053
4818,1.254395
4819,1.288866
4820,1.322594
4821,1.355017
4822,1.385955
4823,1.415269
4824,1.4431
4825,1.468706
4826,1.492616
4827,1.514725
4828,1.534433
4829,1.552057
4830,1.567879
4831,1.581865
4832,1.593237
4833,1.602561
4834,1.609307
4835,1.614111
4836,1.616124
4837,1.615806
4838,1.613051
4839,1.608566
4840,1.600796
4841,1.590942
4842,1.578651
4843,1.563853
4844,1.546723
4845,1.526592
4846,1.504871
4847,1.480502
4848,1.453307
4849,1.424699
4850,1.39316
4851,1.359219
4852,1.323583
4853,1.285758
4854,1.246413
4855,1.204632
4856,1.161155
4857,1.115277
4858,1.068374
4859,1.019317
4860,0.968706
4861,0.917107
4862,0.864129
4863,0.809174
4864,0.753336
4865,0.696333
4866,0.638376
4867,0.5795
4868,0.519707
4869,0.459419
4870,0.398212
4871,0.336158
4872,0.273928
4873,0.211415
4874,0.148336
4875,0.084975
4876,0.021862
4877,-0.041004
4878,-0.104259
4879,-0.166737
4880,-0.228438
4881,-0.289468
4882,-0.349226
4883,-0.408172
4884,-0.465847
4885,-0.522179
4886,-0.577452
4887,-0.631453
4888,-0.683583
4889,-0.734865
4890,-0.784522
4891,-0.833049
4892,-0.879846
4893,-0.92576
4894,-0.969978
4895,-1.012784
4896,-1.054953
4897,-1.095357
4898,-1.134278
4899,-1.172104
4900,-1.208835
4901,-1.243976
4902,-1.278411
4903,-1.311469
4904,-1.343538
4905,-1.374124
4906,-1.40319
4907,-1.430951
4908,-1.457651
4909,-1.481703
4910,-1.504518
4911,-1.524932
4912,-1.543863
4913,-1.560498
4914,-1.574943
4915,-1.587869
4916,-1.598217
4917,-1.606658
4918,-1.611991
4919,-1.615947
4920,-1.616724
4921,-1.615876
4922,-1.611921
4923,-1.605599
4924,-1.597158
4925,-1.586245
4926,-1.572612
4927,-1.556507
4928,-1.538212
4929,-1.517692
4930,-1.494594
4931,-1.468882
4932,-1.440804
4933,-1.41089
4934,-1.378221
4935,-1.34375
4936,-1.306489
4937,-1.267851
4938,-1.227341
4939,-1.184289
4940,-1.139611
4941,-1.093097
4942,-1.044711
4943,-0.994913
4944,-0.943737
4945,-0.891254
4946,-0.836899
4947,-0.781979
4948,-0.725258
4949,-0.66769
4950,-0.609062
4951,-0.549409
4952,-0.489086
4953,-0.428127
4954,-0.366532
4955,-0.304372
4956,-0.241647
4957,-0.178851
4958,-0.115914
4959,-0.052589
4960,0.010772
4961,0.073532
4962,0.136046
4963,0.198206
4964,0.2592
4965,0.319382
4966,0.378399
4967,0.435791
4968,0.492936
4969,0.548067
4970,0.60274
4971,0.655752
4972,0.707741
4973,0.75768
4974,0.806985
4975,0.854629
4976,0.901496
4977,0.946668
4978,0.990568
4979,1.033233
4980,1.074696
4981,1.1151
4982,1.154268
4983,1.192376
4984,1.229355
4985,1.265167
4986,1.299673
4987,1.332872
4988,1.364658
4989,1.395173
4990,1.424205
4991,1.45087
4992,1.476017
4993,1.499538
4994,1.520765
4995,1.540119
4996,1.55739
4997,1.572612
4998,1.585291
4999,1.596381
5000,1.604681
5001,1.610791
5002,1.614322
5003,1.61623
5004,1.614958
5005,1.611532
5006,1.605634
5007,1.597758
5008,1.587233
5009,1.573459
5010,1.558167
5011,1.540225
5012,1.51974
5013,1.496784
5014,1.47146
5015,1.443736
5016,1.413927
5017,1.381752
5018,1.347812
5019,1.311257
5020,1.272866
5021,1.232321
5022,1.19001
5023,1.14565
5024,1.099384
5025,1.051881
5026,1.002647
5027,0.951824
5028,0.899342
5029,0.845693
5030,0.79042
5031,0.734335
5032,0.676837
5033,0.618809
5034,0.55944
5035,0.499187
5036,0.438757
5037,0.377198
5038,0.315391
5039,0.252878
5040,0.189906
5041,0.127251
5042,0.063997
5043,0.000671
5044,-0.062407
5045,-0.125344
5046,-0.187504
5047,-0.248922
5048,-0.309246
5049,-0.368828
5050,-0.426961
5051,-0.484565
5052,-0.540297
5053,-0.594828
