,ydata,freqs,yf_old,yf_filter
1858,-3.78722,0.37152569486102777,(-0.21002340213315057+0.07165511304161079j),(1e-10+0j)
1859,-3.88678,0.3717256548690262,(0.043654003435888114-0.03743344606112191j),(1e-10+0j)
1860,-3.98526,0.3719256148770246,(0.14103034924630975-0.18076957483920938j),(1e-10+0j)
1861,-4.06237,0.37212557488502296,(0.061342171475714954+0.35530551310977443j),(1e-10+0j)
1862,-4.13998,0.3723255348930214,(-0.345196067330785-0.2727564881096761j),(1e-10+0j)
1863,-4.20763,0.37252549490101977,(0.3419025850604618+0.016771807536527808j),(1e-10+0j)
1864,-4.26517,0.3727254549090182,(-0.10929236667108042+0.03481918870413256j),(1e-10+0j)
1865,-4.31174,0.3729254149170166,(-0.04210108436393613+0.007284163644093594j),(1e-10+0j)
1866,-4.34401,0.37312537492501496,(-0.08116990314479094+0.05308692731894369j),(1e-10+0j)
1867,-4.37253,0.3733253349330134,(0.1536477170478458-0.028208281938693992j),(1e-10+0j)
1868,-4.38199,0.3735252949410118,(0.053571940964178194-0.04219732228520852j),(1e-10+0j)
1869,-4.37859,0.3737252549490102,(-0.19301853325333718+0.1550041561022035j),(1e-10+0j)
1870,-4.36805,0.3739252149570086,(0.015026337981637647-0.2574586434781091j),(1e-10+0j)
1871,-4.34264,0.37412517496500697,(0.1613549324083679+0.22643898415249164j),(1e-10+0j)
1872,-4.31131,0.3743251349730054,(0.008334522982601511-0.25330431053813574j),(1e-10+0j)
1873,-4.26358,0.3745250949810038,(-0.28045950009213366+0.2479967321146841j),(1e-10+0j)
1874,-4.20727,0.37472505498900216,(0.31812960739604756-0.08943234903367972j),(1e-10+0j)
1875,-4.14034,0.3749250149970006,(-0.16534317086805445+0.048175830483875415j),(1e-10+0j)
1876,-4.0672,0.375124975004999,(0.11286168845175618-0.20763625117504758j),(1e-10+0j)
1877,-3.97645,0.3753249350129974,(-0.10804291682521681+0.23863901548485214j),(1e-10+0j)
1878,-3.87559,0.3755248950209958,(-0.08461755533752194-0.07814213023548547j),(1e-10+0j)
1879,-3.77827,0.37572485502899416,(0.20585785650648028+0.07745379799560367j),(1e-10+0j)
1880,-3.65734,0.3759248150369926,(-0.1070015493351233-0.2440747208177139j),(1e-10+0j)
1881,-3.52868,0.376124775044991,(-0.07723954631198603+0.31880178633750295j),(1e-10+0j)
1882,-3.40212,0.3763247350529894,(0.13209055470871622-0.2226376727691303j),(1e-10+0j)
1883,-3.26487,0.3765246950609878,(-0.050704773773895415+0.10494351936638191j),(1e-10+0j)
1884,-3.11888,0.37672465506898617,(0.04551123733928156+0.0015066034807209375j),(1e-10+0j)
1885,-2.95911,0.3769246150769846,(-0.035196910992223676-0.1851272175177669j),(1e-10+0j)
1886,-2.79313,0.377124575084983,(0.0606382503715102+0.21180764993295098j),(1e-10+0j)
1887,-2.62295,0.3773245350929814,(-0.13527141826820527-0.08717941699636725j),(1e-10+0j)
1888,-2.44015,0.3775244951009798,(0.08875381421683812+0.1284864207547056j),(1e-10+0j)
1889,-2.26312,0.3777244551089782,(-0.10991434918842999-0.21320045727674009j),(1e-10+0j)
1890,-2.0736,0.3779244151169766,(0.1693079766091966+0.184626013670793j),(1e-10+0j)
1891,-1.87931,0.378124375124975,(-0.05539001789056196-0.12742872525536947j),(1e-10+0j)
1892,-1.67225,0.37832433513297337,(-0.015389835710572147+0.06137567954691876j),(1e-10+0j)
1893,-1.47075,0.3785242951409718,(0.029297766921160158+0.06987935561190078j),(1e-10+0j)
1894,-1.26137,0.3787242551489702,(-0.12672421089266855-0.30473714611931274j),(1e-10+0j)
1895,-1.05135,0.3789242151569686,(0.24657675273084784+0.42871985257538503j),(1e-10+0j)
1896,-0.83613,0.379124175164967,(-0.29296605468501324-0.26022945341817505j),(1e-10+0j)
1897,-0.61903,0.37932413517296537,(0.11866170901620873+0.2536014527768421j),(1e-10+0j)
1898,-0.4046,0.3795240951809638,(0.09115101773388991-0.5521445206692417j),(1e-10+0j)
1899,-0.19349,0.3797240551889622,(0.04716342883213069+0.5887508826347465j),(1e-10+0j)
1900,0.03285,0.3799240151969606,(-0.36419325937907643-0.3232160867927024j),(1e-10+0j)
1901,0.25782,0.380123975204959,(0.45558772752950405+0.06838356070166868j),(1e-10+0j)
1902,0.47109,0.3803239352129574,(-0.33885101425828623+0.01532152356707582j),(1e-10+0j)
1903,0.69158,0.3805238952209558,(0.19936991689873723+0.17816784983876002j),(1e-10+0j)
1904,0.90305,0.3807238552289542,(-0.09964662453780773-0.38361026677296667j),(1e-10+0j)
1905,1.11004,0.38092381523695257,(-0.038390017867194745+0.30632543267169243j),(1e-10+0j)
1906,1.31566,0.381123775244951,(0.16811813055237462-0.05786149659574559j),(1e-10+0j)
1907,1.52749,0.3813237352529494,(-0.20924102085661253-0.21811597588242232j),(1e-10+0j)
1908,1.7355,0.3815236952609478,(0.13167473788485895+0.41443325518561575j),(1e-10+0j)
1909,1.93252,0.3817236552689462,(0.09755380780527645-0.3502549248014114j),(1e-10+0j)
1910,2.13735,0.3819236152769446,(-0.25954927700451935+0.03942508146487793j),(1e-10+0j)
1911,2.32182,0.382123575284943,(0.25620680867237167+0.2149951966638705j),(1e-10+0j)
1912,2.50181,0.3823235352929414,(-0.06253583363233552-0.15377888935082706j),(1e-10+0j)
1913,2.68136,0.3825234953009398,(-0.08200950748769824-0.09647885106275683j),(1e-10+0j)
1914,2.84872,0.3827234553089382,(-0.034743374660573964+0.04675395044429251j),(1e-10+0j)
1915,3.00878,0.3829234153169366,(0.1171229418873572+0.27610627961310913j),(1e-10+0j)
1916,3.16025,0.383123375324935,(-0.020579168251305693-0.40138439555836963j),(1e-10+0j)
1917,3.29988,0.3833233353329334,(-0.20581383823657695+0.35580914256803575j),(1e-10+0j)
1918,3.44247,0.3835232953409318,(0.3232615523872524-0.12090591210901788j),(1e-10+0j)
1919,3.57416,0.3837232553489302,(-0.2552348899424763-0.19569275983989073j),(1e-10+0j)
1920,3.69639,0.3839232153569286,(0.23403136606827965+0.11290611334671916j),(1e-10+0j)
1921,3.80895,0.384123175364927,(-0.30114400818802123+0.2184500535165917j),(1e-10+0j)
1922,3.90642,0.3843231353729254,(0.2912629373199744-0.29901825561704176j),(1e-10+0j)
1923,3.99306,0.3845230953809238,(-0.10043013771010434+0.07925275301064764j),(1e-10+0j)
1924,4.07312,0.3847230553889222,(-0.14245830766886028+0.1396474541385177j),(1e-10+0j)
1925,4.1498,0.3849230153969206,(0.2673638192831934-0.259351101078569j),(1e-10+0j)
1926,4.21073,0.385122975404919,(-0.1667989226691578+0.1854794920993524j),(1e-10+0j)
1927,4.26986,0.3853229354129174,(-0.06974884931950234+0.062290849651642444j),(1e-10+0j)
1928,4.30466,0.3855228954209158,(0.1657996573926373+0.059083115212834506j),(1e-10+0j)
1929,4.33008,0.3857228554289142,(-0.007565260265048446-0.45381394259448377j),(1e-10+0j)
1930,4.3425,0.3859228154369126,(-0.19383547458947897+0.5586786778731785j),(1e-10+0j)
1931,4.35145,0.386122775444911,(0.1441020623290767-0.3100544378541479j),(1e-10+0j)
1932,4.34358,0.3863227354529094,(-0.06284855409707998+0.0327457098153533j),(1e-10+0j)
1933,4.32055,0.3865226954609078,(0.22216469008783024-0.01598104666403126j),(1e-10+0j)
1934,4.29095,0.3867226554689062,(-0.2689982414536348+0.01108740732563121j),(1e-10+0j)
1935,4.25716,0.3869226154769046,(0.11789125740160335+0.1285659496587966j),(1e-10+0j)
1936,4.21239,0.38712257548490303,(0.01663285789886676-0.1285953057864312j),(1e-10+0j)
1937,4.15131,0.3873225354929014,(-0.06576511534041773+0.028314189794011915j),(1e-10+0j)
1938,4.07529,0.3875224955008998,(-0.011396989375387426-0.10564463536027055j),(1e-10+0j)
1939,3.99291,0.3877224555088982,(-0.05872800248645885+0.10107098979014106j),(1e-10+0j)
1940,3.90692,0.3879224155168966,(0.2315866646823307+0.14954460085921642j),(1e-10+0j)
1941,3.8031,0.388122375524895,(-0.20365287152890682-0.24913976603771038j),(1e-10+0j)
1942,3.68217,0.3883223355328934,(0.10076667027640458+0.2198573586547772j),(1e-10+0j)
1943,3.56391,0.3885222955408918,(-0.11466857334053812-0.1857271844732816j),(1e-10+0j)
1944,3.4372,0.3887222555488902,(0.17077858413076225+0.004263338105854223j),(1e-10+0j)
1945,3.304,0.3889222155568886,(-0.06857467301564385+0.24063377767683192j),(1e-10+0j)
1946,3.16718,0.389122175564887,(-0.03291214220489353-0.31707839282352257j),(1e-10+0j)
1947,3.0134,0.3893221355728854,(-0.02760100519997004+0.18473784883350539j),(1e-10+0j)
1948,2.84092,0.3895220955808838,(-0.05816186886876207-0.022740676483033448j),(1e-10+0j)
1949,2.66526,0.38972205558888223,(0.34408839072021563-0.010977545372799852j),(1e-10+0j)
1950,2.49451,0.3899220155968806,(-0.38232669294262406-0.028543781784067322j),(1e-10+0j)
1951,2.31221,0.390121975604879,(0.09445411329189474+0.059653858762390696j),(1e-10+0j)
1952,2.1271,0.3903219356128774,(0.046992921629996603-0.17443855241571452j),(1e-10+0j)
1953,1.93751,0.3905218956208758,(0.04712765730745491+0.22172171482132882j),(1e-10+0j)
1954,1.73514,0.39072185562887424,(-0.14026063952723933-0.0919876835553373j),(1e-10+0j)
1955,1.53493,0.3909218156368726,(0.16443716557561744+0.0629255062315314j),(1e-10+0j)
1956,1.33451,0.391121775644871,(-0.12135326978804918-0.17409182714791926j),(1e-10+0j)
1957,1.12629,0.39132173565286943,(-0.017203395407575678+0.15512836747126973j),(1e-10+0j)
1958,0.92038,0.3915216956608678,(0.25617065147369844-0.046376611291235256j),(1e-10+0j)
1959,0.71642,0.3917216556688662,(-0.28952949509331516+0.09833088540307497j),(1e-10+0j)
1960,0.49947,0.3919216156768646,(0.13015430976285225-0.24429454554699545j),(1e-10+0j)
1961,0.28229,0.392121575684863,(-0.163658643532352+0.3226053421181837j),(1e-10+0j)
1962,0.0553,0.39232153569286143,(0.3224514637720981-0.287821756861371j),(1e-10+0j)
1963,-0.16577,0.3925214957008598,(-0.2943197459083349+0.2425207275053874j),(1e-10+0j)
1964,-0.38799,0.3927214557088582,(0.02224795883375747-0.31670742534191676j),(1e-10+0j)
1965,-0.60524,0.3929214157168566,(0.18501937778651392+0.38777631610833185j),(1e-10+0j)
1966,-0.8227,0.393121375724855,(-0.04597917196326231-0.4368253307811978j),(1e-10+0j)
1967,-1.04456,0.39332133573285344,(-0.14888080584979932+0.48247131298843027j),(1e-10+0j)
1968,-1.25502,0.3935212957408518,(0.07303457113757705-0.3435189922170001j),(1e-10+0j)
1969,-1.46771,0.3937212557488502,(0.04808881073718814+0.12210344738767279j),(1e-10+0j)
1970,-1.6786,0.39392121575684863,(0.023913670047929228+0.026932324089358584j),(1e-10+0j)
1971,-1.87202,0.394121175764847,(-0.17303087708877785-0.06818724364043863j),(1e-10+0j)
1972,-2.06125,0.3943211357728454,(0.14232133225299887-0.08651094439339303j),(1e-10+0j)
1973,-2.25727,0.3945210957808438,(0.0012071122068297302+0.32718681553977336j),(1e-10+0j)
1974,-2.44203,0.3947210557888422,(-0.07068389701997158-0.39466290340795585j),(1e-10+0j)
1975,-2.61624,0.39492101579684064,(0.08469010317598896+0.23788614500632477j),(1e-10+0j)
1976,-2.79269,0.395120975804839,(0.07581196450483571-0.09919117605611538j),(1e-10+0j)
1977,-2.95709,0.3953209358128374,(-0.30947737052885127+0.08916888887128613j),(1e-10+0j)
1978,-3.11383,0.3955208958208358,(0.32620654610065514-0.06366721088737602j),(1e-10+0j)
1979,-3.26877,0.3957208558288342,(-0.13866551125240092+0.06491991616055268j),(1e-10+0j)
1980,-3.40681,0.39592081583683264,(-0.036611049832404555-0.23113238772726802j),(1e-10+0j)
1981,-3.53677,0.396120775844831,(-0.03513788497814209+0.3266300499892575j),(1e-10+0j)
1982,-3.6634,0.3963207358528294,(0.14145187876779108-0.17166613615841686j),(1e-10+0j)
1983,-3.7769,0.39652069586082783,(-0.044925450310667706+0.014385914566151438j),(1e-10+0j)
1984,-3.88238,0.3967206558688262,(-0.015235874957399257-0.016165515778613873j),(1e-10+0j)
1985,-3.97681,0.39692061587682465,(-0.016735062764253003-0.0220422127907096j),(1e-10+0j)
1986,-4.05919,0.397120575884823,(0.0006161841851926031+0.19873478478735104j),(1e-10+0j)
1987,-4.13565,0.3973205358928214,(0.04328273663091567-0.18654228294043967j),(1e-10+0j)
1988,-4.21016,0.39752049590081984,(-0.13585344078386818+0.03627106885904334j),(1e-10+0j)
1989,-4.26929,0.3977204559088182,(0.1422411323071468-0.07496178502608321j),(1e-10+0j)
1990,-4.31499,0.3979204159168166,(0.02401509079168304+0.05978424519906029j),(1e-10+0j)
1991,-4.34473,0.39812037592481503,(-0.018757568811569314+0.06284182544562755j),(1e-10+0j)
1992,-4.36509,0.3983203359328134,(-0.1837616362273423-0.0727551217090082j),(1e-10+0j)
1993,-4.37188,0.39852029594081184,(0.20320979140782336+0.06338016276693603j),(1e-10+0j)
1994,-4.37412,0.3987202559488102,(-0.1464347985865265-0.030425988700859746j),(1e-10+0j)
1995,-4.36466,0.3989202159568086,(0.2861634036166973-0.09397644257326135j),(1e-10+0j)
1996,-4.34524,0.39912017596480703,(-0.4356933058907607+0.22970440907803744j),(1e-10+0j)
1997,-4.31557,0.3993201359728054,(0.38930726430201906-0.32819820486790974j),(1e-10+0j)
1998,-4.27116,0.39952009598080385,(-0.21202824090937894+0.2525448046121172j),(1e-10+0j)
1999,-4.21709,0.3997200559888022,(0.11456250190168277+0.06158799125805034j),(1e-10+0j)
2000,-4.14576,0.3999200159968006,(-0.04152898183488582-0.30800310096223105j),(1e-10+0j)
2001,-4.06027,0.40011997600479904,(-0.0923904758647329+0.18849783162004083j),(1e-10+0j)
2002,-3.98107,0.4003199360127974,(0.11104007594597869-0.0010667067783595996j),(1e-10+0j)
2003,-3.8818,0.40051989602079585,(-0.08961323812985908+0.06073443041451508j),(1e-10+0j)
2004,-3.77596,0.40071985602879423,(0.01809751862791978-0.00898615379662044j),(1e-10+0j)
2005,-3.66203,0.4009198160367926,(0.12006398418925442-0.2254242550613542j),(1e-10+0j)
2006,-3.54644,0.40111977604479104,(-0.0027751778486060086+0.2580676220541181j),(1e-10+0j)
2007,-3.40955,0.4013197360527894,(-0.22610892389480364-0.20918473788434672j),(1e-10+0j)
2008,-3.2666,0.4015196960607878,(0.2538916251298854+0.34171121623767353j),(1e-10+0j)
2009,-3.11224,0.40171965606878624,(-0.18611263411387413-0.4138144809965249j),(1e-10+0j)
2010,-2.95427,0.4019196160767846,(0.08655187795983417+0.2733983998151867j),(1e-10+0j)
2011,-2.79197,0.40211957608478305,(-0.02038676487558075-0.054083699627465884j),(1e-10+0j)
2012,-2.61422,0.4023195360927814,(0.04029726397689633-0.13347340366498775j),(1e-10+0j)
2013,-2.43603,0.4025194961007798,(-0.06524632577852096+0.22527665603244695j),(1e-10+0j)
2014,-2.25669,0.40271945610877824,(-0.02124225689588003-0.2752441375379064j),(1e-10+0j)
2015,-2.07042,0.4029194161167766,(0.17044884206080999+0.27061078506615993j),(1e-10+0j)
2016,-1.87274,0.40311937612477505,(-0.09438459117741875-0.1705412012954264j),(1e-10+0j)
2017,-1.67514,0.40331933613277343,(-0.0785205466163906+0.09640076934066019j),(1e-10+0j)
2018,-1.47508,0.4035192961407718,(0.004776440897963391-0.12170720934249352j),(1e-10+0j)
2019,-1.26527,0.40371925614877024,(0.000457014118738136+0.09995713859245801j),(1e-10+0j)
2020,-1.05272,0.4039192161567686,(0.2628230092700467-0.07174660436440877j),(1e-10+0j)
2021,-0.83779,0.40411917616476706,(-0.2703939951249861+0.021422812524867565j),(1e-10+0j)
2022,-0.62163,0.40431913617276544,(-0.009144382125185695+0.1749361141078134j),(1e-10+0j)
2023,-0.40806,0.4045190961807638,(-0.0036528151789330873-0.21855176399783838j),(1e-10+0j)
2024,-0.18757,0.40471905618876225,(0.2528499664446199+0.04506326905056697j),(1e-10+0j)
2025,0.03169,0.40491901619676063,(-0.22171204231119324+0.1674974335313404j),(1e-10+0j)
2026,0.2506,0.405118976204759,(-0.07736784298467621-0.4169103632797397j),(1e-10+0j)
2027,0.4742,0.40531893621275744,(0.26143193855975577+0.5699967917169101j),(1e-10+0j)
2028,0.69541,0.4055188962207558,(-0.12765297606423617-0.42044295609716476j),(1e-10+0j)
2029,0.90125,0.40571885622875425,(-0.0747039743454413+0.09833134330354784j),(1e-10+0j)
2030,1.10954,0.40591881623675263,(0.02630835280568594+0.02442008266637108j),(1e-10+0j)
2031,1.31942,0.406118776244751,(0.11150575439407014+0.0018528172492257439j),(1e-10+0j)
2032,1.52822,0.40631873625274945,(-0.05903115559209993+0.08378488398658385j),(1e-10+0j)
2033,1.73145,0.4065186962607478,(-0.093928863574464-0.20793814381005868j),(1e-10+0j)
2034,1.92148,0.40671865626874626,(0.05842651858287576+0.1855072825371486j),(1e-10+0j)
2035,2.11526,0.40691861627674464,(0.018954754286432576-0.04307264034657951j),(1e-10+0j)
2036,2.30514,0.407118576284743,(0.04328358019068832+0.01996039190943008j),(1e-10+0j)
2037,2.49192,0.40731853629274145,(-0.014708638472074285-0.04567181702556916j),(1e-10+0j)
2038,2.67414,0.40751849630073983,(-0.11125227193841553-0.15722638026449992j),(1e-10+0j)
2039,2.83558,0.40771845630873826,(0.08781879682027247+0.3529306610781089j),(1e-10+0j)
2040,3.00517,0.40791841631673664,(0.1370788885489946-0.29129137064677796j),(1e-10+0j)
2041,3.16018,0.408118376324735,(-0.2741556055568902+0.21959690728557305j),(1e-10+0j)
2042,3.30523,0.40831833633273346,(0.15840393413996307-0.2732561938712922j),(1e-10+0j)
2043,3.44168,0.40851829634073183,(-0.03786027189562836+0.30232010400345954j),(1e-10+0j)
2044,3.57005,0.4087182563487302,(0.024028228111540147-0.2868291973677278j),(1e-10+0j)
2045,3.69481,0.40891821635672865,(-0.03684501166956826+0.11937469265766013j),(1e-10+0j)
2046,3.80693,0.409118176364727,(0.07606809419777222+0.1802182263139661j),(1e-10+0j)
2047,3.91068,0.40931813637272546,(-0.1358233581232638-0.23294430176892342j),(1e-10+0j)
2048,3.99768,0.40951809638072384,(0.2216021288508929+0.001614470534313378j),(1e-10+0j)
2049,4.07933,0.4097180563887222,(-0.28559066017041856+0.26246984886964697j),(1e-10+0j)
2050,4.15269,0.40991801639672065,(0.19675370265846576-0.3325979461202888j),(1e-10+0j)
2051,4.2038,0.41011797640471903,(0.025788770085828555+0.17221439268151006j),(1e-10+0j)
2052,4.24878,0.41031793641271747,(-0.3010923966621949-0.02523414019790233j),(1e-10+0j)
2053,4.29268,0.41051789642071584,(0.48007789455498834+0.06566497562152945j),(1e-10+0j)
2054,4.32791,0.4107178564287142,(-0.27311821280335963-0.17970054986815925j),(1e-10+0j)
2055,4.34878,0.41091781643671266,(-0.07423064722627062+0.2135880544469266j),(1e-10+0j)
2056,4.35816,0.41111777644471104,(0.15678557602608822-0.2158017033795209j),(1e-10+0j)
2057,4.35455,0.4113177364527094,(-0.09790925147242141+0.2013898287328233j),(1e-10+0j)
2058,4.33528,0.41151769646070785,(-0.02554125008033807-0.08763445818135968j),(1e-10+0j)
2059,4.31022,0.41171765646870623,(0.0931540555710706-0.14705496277128133j),(1e-10+0j)
2060,4.26474,0.41191761647670466,(-0.06824011328742303+0.33727947142877657j),(1e-10+0j)
2061,4.21073,0.41211757648470304,(0.17953289619242696-0.27787750647201515j),(1e-10+0j)
2062,4.14323,0.4123175364927014,(-0.2426711182105899+0.025203235105888552j),(1e-10+0j)
2063,4.06951,0.41251749650069985,(0.05726011685944897+0.13349298128991083j),(1e-10+0j)
2064,3.98945,0.41271745650869823,(0.09622669005521696-0.12594705499424913j),(1e-10+0j)
2065,3.90122,0.41291741651669667,(-0.08956772287460682+0.12351522083107849j),(1e-10+0j)
2066,3.8005,0.41311737652469505,(-0.028449785274342748-0.19002183495853028j),(1e-10+0j)
2067,3.67892,0.4133173365326934,(0.21532253836299167+0.3010789285385925j),(1e-10+0j)
2068,3.55561,0.41351729654069186,(-0.21650309765502587-0.296492000836532j),(1e-10+0j)
2069,3.42341,0.41371725654869024,(0.02730840214594256+0.12241732294202326j),(1e-10+0j)
2070,3.28869,0.41391721655668867,(0.009280183077573265+0.004169520583560168j),(1e-10+0j)
2071,3.15852,0.41411717656468705,(0.14483476127711098+0.028990741132508026j),(1e-10+0j)
2072,3.00777,0.41431713657268543,(-0.1857170030230253-0.12744480393614954j),(1e-10+0j)
2073,2.84699,0.41451709658068386,(-0.004807660083427756+0.28588000569194116j),(1e-10+0j)
2074,2.67263,0.41471705658868224,(0.22119470740044844-0.40826924144966925j),(1e-10+0j)
2075,2.49733,0.4149170165966806,(-0.28401766569380793+0.19674256240594756j),(1e-10+0j)
2076,2.32312,0.41511697660467906,(0.21075884586277466+0.17337238844265934j),(1e-10+0j)
2077,2.13771,0.41531693661267743,(-0.047503844140769316-0.24705296159434995j),(1e-10+0j)
2078,1.94646,0.41551689662067587,(-0.08237915567489398+0.10104646400171546j),(1e-10+0j)
2079,1.7508,0.41571685662867425,(0.0484441587197192+0.04993683131353402j),(1e-10+0j)
2080,1.54475,0.4159168166366726,(0.05768968517024996-0.23274745651653325j),(1e-10+0j)
2081,1.3366,0.41611677664467106,(-0.11632870501911177+0.27892921784288477j),(1e-10+0j)
2082,1.12687,0.41631673665266944,(0.13829155729840442-0.07758488504114246j),(1e-10+0j)
2083,0.90659,0.4165166966606679,(-0.1069901175206856-0.135736266207642j),(1e-10+0j)
2084,0.69079,0.41671665666866625,(-0.030323271127252416+0.19921944391394955j),(1e-10+0j)
2085,0.47607,0.41691661667666463,(0.1791791172949968-0.16412126139392272j),(1e-10+0j)
2086,0.25962,0.41711657668466307,(-0.28089899916048106+0.11856427164478534j),(1e-10+0j)
2087,0.04548,0.41731653669266144,(0.3539798415605472-0.04336731750190828j),(1e-10+0j)
2088,-0.16952,0.4175164967006599,(-0.2961102043340323-0.13402545122753734j),(1e-10+0j)
2089,-0.38821,0.41771645670865826,(0.19762660305870183+0.2563156694847269j),(1e-10+0j)
2090,-0.61007,0.41791641671665664,(-0.1930220757472779-0.18445194598029813j),(1e-10+0j)
2091,-0.82277,0.41811637672465507,(0.2184063633240342+0.12123465319634388j),(1e-10+0j)
2092,-1.03814,0.41831633673265345,(-0.2869176635447745-0.12221353131559798j),(1e-10+0j)
2093,-1.25567,0.4185162967406518,(0.34178926756591865+0.13417607324002542j),(1e-10+0j)
2094,-1.46266,0.41871625674865026,(-0.26726531594704717-0.210344830324775j),(1e-10+0j)
2095,-1.66611,0.41891621675664864,(0.13858373703140994+0.16831562616607368j),(1e-10+0j)
2096,-1.86654,0.4191161767646471,(-0.020396301007888404+0.046425601454500254j),(1e-10+0j)
2097,-2.0601,0.41931613677264545,(-0.04595766813244333-0.1122839793587326j),(1e-10+0j)
2098,-2.2481,0.41951609678064383,(-0.038347515456017084-0.02373909316138534j),(1e-10+0j)
2099,-2.43849,0.41971605678864227,(0.08817375417392606+0.0036360492291731272j),(1e-10+0j)
2100,-2.62093,0.41991601679664065,(0.07757301688242269+0.1671710575710138j),(1e-10+0j)
2101,-2.80056,0.4201159768046391,(-0.2704105523625583-0.13656202012758734j),(1e-10+0j)
2102,-2.96546,0.42031593681263746,(0.30725115938475284+0.06909217938049238j),(1e-10+0j)
2103,-3.12444,0.42051589682063584,(-0.24458252472730616-0.16995644865383502j),(1e-10+0j)
2104,-3.27137,0.42071585682863427,(0.17231419857938157+0.17425219517426704j),(1e-10+0j)
2105,-3.41302,0.42091581683663265,(0.01738707106764016-0.03573858830912777j),(1e-10+0j)
2106,-3.54225,0.4211157768446311,(-0.1944390147222949-0.15704737489309237j),(1e-10+0j)
2107,-3.66463,0.42131573685262946,(0.11499282379382972+0.3290498953285923j),(1e-10+0j)
2108,-3.77986,0.42151569686062784,(0.06598322003089498-0.31330372538691387j),(1e-10+0j)
2109,-3.8888,0.4217156568686263,(-0.19964100390826098+0.25237256349582177j),(1e-10+0j)
2110,-3.98786,0.42191561687662466,(0.22621533758034956-0.32188927988848454j),(1e-10+0j)
2111,-4.07363,0.42211557688462303,(-0.10590833012816278+0.4317609355475118j),(1e-10+0j)
2112,-4.14619,0.42231553689262147,(-0.02338450232956074-0.3873271755038263j),(1e-10+0j)
2113,-4.21174,0.42251549690061985,(-0.03290366842574187+0.17234488160599232j),(1e-10+0j)
2114,-4.26654,0.4227154569086183,(0.17198694305105577-0.007408337372530369j),(1e-10+0j)
2115,-4.31044,0.42291541691661666,(-0.10713314648987746-0.06672189575274265j),(1e-10+0j)
2116,-4.34264,0.42311537692461504,(-0.03477316535497503+0.043720451393524096j),(1e-10+0j)
2117,-4.36379,0.4233153369326135,(0.09198060465223296+0.08014467059219142j),(1e-10+0j)
2118,-4.37347,0.42351529694061185,(-0.10302568513447967-0.26957309379951366j),(1e-10+0j)
2119,-4.3752,0.4237152569486103,(-0.0325412925702063+0.39184069000785826j),(1e-10+0j)
2120,-4.36661,0.42391521695660866,(0.1922036803332587-0.21262253504593895j),(1e-10+0j)
2121,-4.34603,0.42411517696460704,(-0.1960396220363231-0.031126072940122373j),(1e-10+0j)
2122,-4.30683,0.4243151369726055,(0.06678471305452705+0.12189659037375172j),(1e-10+0j)
2123,-4.26459,0.42451509698060386,(0.12474814856713415-0.059177433044493744j),(1e-10+0j)
2124,-4.20907,0.4247150569886023,(-0.19293982823407765-0.21489689829704953j),(1e-10+0j)
2125,-4.14641,0.42491501699660067,(0.14406389427466676+0.36082296023459043j),(1e-10+0j)
2126,-4.07067,0.42511497700459905,(-0.07759135343701515-0.1521036133068443j),(1e-10+0j)
2127,-3.98815,0.4253149370125975,(-0.053728736909056204-0.03283744704690643j),(1e-10+0j)
2128,-3.89097,0.42551489702059586,(0.08428408896088772-0.026148291671935053j),(1e-10+0j)
2129,-3.77646,0.42571485702859424,(0.036555663870831506+0.0543314845488892j),(1e-10+0j)
2130,-3.66549,0.4259148170365927,(-0.05554765802427512+0.11034025457336223j),(1e-10+0j)
2131,-3.54088,0.42611477704459105,(-0.003290372255319779-0.24341513327565187j),(1e-10+0j)
2132,-3.40768,0.4263147370525895,(-0.002587520363295834+0.21665565341379658j),(1e-10+0j)
2133,-3.26386,0.42651469706058787,(0.02754483863137702-0.18279581466136335j),(1e-10+0j)
2134,-3.10675,0.42671465706858625,(-0.007922121172715287+0.23380207383010188j),(1e-10+0j)
2135,-2.94308,0.4269146170765847,(0.022405763141938276-0.3198044613171991j),(1e-10+0j)
2136,-2.79074,0.42711457708458306,(-0.15395385880685603+0.3356271600623977j),(1e-10+0j)
2137,-2.62151,0.4273145370925815,(0.2155800864619059-0.20695753678073497j),(1e-10+0j)
2138,-2.43907,0.42751449710057987,(-0.11366554813529994+0.053802920074492916j),(1e-10+0j)
2139,-2.25402,0.42771445710857825,(0.06830413509533179-0.03659854449420484j),(1e-10+0j)
2140,-2.06905,0.4279144171165767,(-0.19915070416465327+0.0910176659264015j),(1e-10+0j)
2141,-1.87231,0.42811437712457506,(0.3227528195077329-0.1054339117763271j),(1e-10+0j)
2142,-1.6711,0.42831433713257344,(-0.22126653785533174+0.03943853024587012j),(1e-10+0j)
2143,-1.47623,0.4285142971405719,(-0.018018536030809162+0.028904962366650515j),(1e-10+0j)
2144,-1.26267,0.42871425714857025,(0.20195883250884644-0.07709407432580695j),(1e-10+0j)
2145,-1.05734,0.4289142171565687,(-0.2861631255855577+0.20330977383901602j),(1e-10+0j)
2146,-0.84298,0.42911417716456707,(0.28056711031859494-0.32690881025042107j),(1e-10+0j)
2147,-0.62148,0.42931413717256545,(-0.1709459528497412+0.24912443744103685j),(1e-10+0j)
2148,-0.40402,0.4295140971805639,(0.14819563609841407-0.04315471416701051j),(1e-10+0j)
